timestamp,layer,percentile,stat,value
1765263835.6372669,15,,max,7.670572916666667
1765263835.6372669,16,0.9,p9000,0.013167063395182291
1765263835.6372669,16,0.95,p9500,0.022539774576822918
1765263835.6372669,16,0.99,p9900,0.07552210489908855
1765263835.6372669,16,0.999,p9990,0.24810918172200522
1765263835.6372669,16,0.9999,p9999,1.293243408203125
1765263835.6372669,16,,max,18.434895833333332
1765263835.6372669,17,0.9,p9000,0.011333465576171875
1765263835.6372669,17,0.95,p9500,0.020365397135416668
1765263835.6372669,17,0.99,p9900,0.07408777872721355
1765263835.6372669,17,0.999,p9990,0.24186325073242188
1765263835.6372669,17,0.9999,p9999,0.7786661783854166
1765263835.6372669,17,,max,8.362630208333334
1765263835.6372669,18,0.9,p9000,0.0119781494140625
1765263835.6372669,18,0.95,p9500,0.022516886393229168
1765263835.6372669,18,0.99,p9900,0.0836804707845052
1765263835.6372669,18,0.999,p9990,0.25986480712890625
1765263835.6372669,18,0.9999,p9999,0.7018992106119791
1765263835.6372669,18,,max,30.231770833333332
1765263835.6372669,19,0.9,p9000,0.01308441162109375
1765263835.6372669,19,0.95,p9500,0.024275461832682293
1765263835.6372669,19,0.99,p9900,0.08595911661783855
1765263835.6372669,19,0.999,p9990,0.2761243184407552
1765263835.6372669,19,0.9999,p9999,1.4145100911458333
1765263835.6372669,19,,max,15.903645833333334
1765263835.6372669,20,0.9,p9000,0.013905843098958334
1765263835.6372669,20,0.95,p9500,0.025461832682291668
1765263835.6372669,20,0.99,p9900,0.0883928934733073
1765263835.6372669,20,0.999,p9990,0.26681772867838544
1765263835.6372669,20,0.9999,p9999,0.7014719645182291
1765263835.6372669,20,,max,7.770833333333333
1765263835.6372669,21,0.9,p9000,0.014858245849609375
1765263835.6372669,21,0.95,p9500,0.027187347412109375
1765263835.6372669,21,0.99,p9900,0.09153493245442708
1765263835.6372669,21,0.999,p9990,0.2674242655436198
1765263835.6372669,21,0.9999,p9999,0.7242228190104166
1765263835.6372669,21,,max,13.526041666666666
1765263835.6372669,22,0.9,p9000,0.015331268310546875
1765263835.6372669,22,0.95,p9500,0.02745819091796875
1765263835.6372669,22,0.99,p9900,0.09081141153971355
1765263835.6372669,22,0.999,p9990,0.2744038899739583
1765263835.6372669,22,0.9999,p9999,0.7360636393229166
1765263835.6372669,22,,max,10.626302083333334
1765263835.6372669,23,0.9,p9000,0.015360514322916666
1765263835.6372669,23,0.95,p9500,0.02721405029296875
1765263835.6372669,23,0.99,p9900,0.0924695332845052
1765263835.6372669,23,0.999,p9990,0.3042640686035156
1765263835.6372669,23,0.9999,p9999,0.786834716796875
1765263835.6372669,23,,max,12.795572916666666
1765263835.6372669,24,0.9,p9000,0.015424092610677084
1765263835.6372669,24,0.95,p9500,0.027669270833333332
